artist,debut_date,debut_track,mbid,verified
松浦亜弥,2001-04-11,ドッキドキ! LOVEメール,6f11f22e-2a8f-48cc-b1b3-79760d317f76,false
松田 聖子,1980-08-01,SQUALL,ef013257-e584-410e-88e8-05ea9ae9ea3a,false
林 明日香,2003-01-22,ake-kaze,7a0c4b79-cffb-42d6-8275-4fade687c527,false
柊キライ,2019-03-20,ディープリレック,f395edbc-5225-4d1b-af1c-3277681793b9,false
柏原芳恵,1980-12-10,How To Love,e49bdf19-709a-4b84-be5a-bae92d388a43,false
柴咲コウ,2002-07-24,Trust My Feelings,61fd915f-5bf4-4565-8398-429a9a1e6bc3,false
柴山俊之,1996-01-10,センチメンタル・フール,14975f5e-8439-4bba-b8fd-30d42c0e2958,false
柴田恭兵,1998-08-21,ランニング・ショット,331f24d9-079e-48f5-90bf-d7653910b992,false
栗原ゆう,2012-05-12,Weekend,4668f4a0-c0d2-47fe-904b-122bdb8656c6,false
桐子,2009-08-08,"KiRiKo sings “Studio Ghibli Films music""with an ERHU",e969949b-55d2-4395-93b6-1ccc491f8fd3,false
桑田佳祐,1987-10-06,悲しい気持ち（JUST A MAN IN LOVE）,361886fd-f49f-4cf5-82b7-3a41f9a1e322,false
梅沢富美男,1986-03-05,恋曼陀羅,dbbb4410-0105-40c9-a166-83348c7df546,false
梶浦由記,1996-11-01,新きまぐれオレンジ☆ロード ～そして、あの夏のはじまり～,67e344da-ec54-4e26-b2a4-8351d744a14c,false
森 昌子,1973-02-05,中学三年生,3e331911-8e0e-479b-8884-fc2662e7064b,false
森 進一,1968-08-15,森進一 女ごころを唄う,1968db90-74ec-4a67-bd20-8bc01c02a96b,false
森口博子,1985-12-05,水の星へ愛をこめて,b069d8f9-7a4f-401a-ae4f-9e74027f6955,false
森山直太朗,2001-11-10,直太朗/ワスレモノ,2fe7735c-1f4f-4029-86e2-c56302a20813,false
森川由加里,1990-07-25,東京チャキチャキ気質,fb09984d-e928-4c53-9e40-ab331dd148ed,false
森田童子,1993-01-25,ぼくたちの失敗,a6447722-00ab-489f-b442-012b9bd135d3,false
森高千里,1987-07-25,NEW SEASON,853c102b-b4d6-415c-86e0-002d93f0dba8,false
椎名 恵,1986-01-01,今夜はANGEL,367395ec-64b6-4752-ae5f-7d5e184d3aae,false
椎名林檎,1999-02-24,無罪モラトリアム,9e414497-23b7-4ab7-9ec6-8ea9864c9e87,false
"椎名林檎×SOIL&""PIMP""SESSIONS",2004-12-01,Suffocation,b8e2848f-f5e1-448d-94cf-990c2983c05c,false
楠瀬誠志郎,1991-11-15,ほっとけないよ,9c8e659f-c492-492c-9d9d-0403b2ea5100,false
槇原敬之,1990-10-25,君が笑うとき君の胸が痛まないように,18fba8c3-76b4-42b3-b630-931166d91e1b,false
横山 輝一,1987-10-26,ララバイ・イン・ブルー,b27807a4-e93a-49e8-aee7-7f67d3ca997f,false
横浜銀蝿,1998-01-01,RUNNING DOG,b8f43725-5718-48d9-82e1-d7a67e71cdc2,false
橘 いずみ,1992-06-21,君なら大丈夫だよ,a9379c17-b7d1-4e3c-bd88-d73a02619c82,false
橘慶太,2006-10-18,道標,5cb7cd05-4cfd-431b-abd1-209770698998,false
櫻坂46,2016-04-06,サイレントマジョリティー,0ba820db-bb50-4650-a515-d9ba80bf6d34,false
欧陽菲菲,1971-09-05,雨の御堂筋,b37c8650-5ca3-4c7c-9635-043014084dd7,false
歌っちゃ王,2012-01-18,EXILEカラオケVOL.1,e2ec3e6b-70c6-4c7d-9c33-3d501c4c7591,false
氣志團,2001-06-22,One Night Carnival,9553a8ac-ddcb-40aa-8863-23a86869b68d,false
水曜日のカンパネラ,2012-11-10,水曜日のカンパネラdemo,f9f9f6a1-693b-43da-bbeb-70395bb0a66a,false
水森かおり,1996-07-22,よりそい花・おしろい花,d5ef2eab-39e8-4fad-8be6-f64904c82ad1,false
水谷 豊,1999-10-08,エンジェルSTREET|どんな時も,8cb383ed-cf9d-4d55-b035-86d674a1d800,false
氷室京介,1995-10-25,魂を抱いてくれ,46e52e27-6b7f-4522-9d3b-35b40cf5e782,false
氷川きよし,2002-02-06,きよしのズンドコ節,223dedcf-22fa-4213-90a6-3edfbff890fc,false
永井真理子,1988-07-01,ロンリイザウルス,405d19e2-f970-46c7-b2fb-85e1186682cc,false
江口洋介,1994-02-09,愛は愛で,b3f2652c-95b8-497e-b992-ec6dc029c2cf,false
江﨑文武,2025-10-08,5 Centimeters Per Second: Original Soundtrack,e14eeb93-0fea-4326-a702-485bba301be4,false
池田聡,1986-08-05,モノクローム・ヴィーナス,366df844-87e6-4497-adf6-8fd7872440c2,false
沖田 浩之,1981-03-21,E気持,c7b2e452-e00e-450c-8619-c3c07f6656a2,false
沢田知可子,1990-06-27,会いたい,c2bfa790-3f87-41e0-b06f-23f6926582cc,false
河口恭吾,2000-11-22,真冬の月,b2cbbc71-19c0-4d35-9c89-f8146376d3ef,false
河合 その子,1985-09-21,涙の茉莉花LOVE,05c1f454-0129-422a-914d-87129c6744a4,false
河合奈保子,1980-10-10,LOVE,ef0ed4b3-614e-4cdc-8a5c-c012c28e3b65,false
河村隆一,1997-04-23,Glass,442db9c0-b637-472e-a4bf-b189a4c52f00,false
波田陽区,2004-11-17,ギター侍のうた,3c6531a4-4bce-4f32-8ba0-45f16d379ead,false
泣き虫,2019-10-02,盲目。,7cf22431-0d69-4efe-bdb2-655cb6109b8c,false
浅香 唯,1985-06-21,夏少女,d6be168c-6369-4298-99b3-6e929bc1a1c8,false
浜崎あゆみ,1999-01-01,A Song for ××,2b615bcf-baa0-4657-b9a5-1a5f34c386c4,false
浜田省吾,1976-04-21,生まれたところを遠く離れて,530591a7-33c7-4515-9b1b-2926c76ec0d1,false
浜田麻里,1983-04-21,LUNATIC DOLL,f5968221-8e04-4c6d-94d3-9c8f5c7b6d6f,false
海援隊,1992-11-20,望郷篇,f25ef11a-b679-4d15-b280-dee0f24d764a,false
清木場俊介,2005-01-19,いつか…,751d785c-02d2-4380-a02e-2770fa376851,false
清水 翔太,2007-07-18,ONE LOVE,9262c0e1-c37e-4b87-896f-f394e70515fa,false
清水宏次朗,1991-12-18,MIND BREEZE,d42c7feb-c6a5-467b-8db8-1951972b55e1,false
清貴,2000-10-12,No No No,e7bf964b-d2c4-4094-a9a7-8dc441357ce2,false
渡辺 満里奈,1986-10-08,深呼吸して,592bfabb-c9cd-4613-b1ff-13c3381fd2fa,false
渡辺 美奈代,1986-07-16,瞳に約束,1cb8748a-6e6d-436d-af08-0b59c6f68626,false
渡辺徹,2017-08-16,仮面ライダーエグゼイド オリジナルTVサウンドトラック,5c1e3ab8-9df7-4bc4-aeac-2f3f32678ab2,false
渡辺真知子,1977-11-01,迷い道,545216f0-3285-41bd-a504-d2af818ba4c0,false
渡辺美里,1985-10-02,eyes,dc3a2f2a-7fa5-4d10-946b-c45f10382c65,false
渥美 二郎,2003-11-19,全曲集,2d760659-81ec-42af-8ed2-0a7674d02b6f,false
湘南乃風,2004-03-03,応援歌/風,02088bb0-16d9-4314-9ebb-252efdafcb15,false
瀬川瑛子,1996-06-26,ベスト16〜花と嵐〜笑いじわ,6373eb4a-01ba-4d1e-a102-341b077f819f,false
熊谷幸子,1993-04-21,君と約束した場所,f4e47235-c55f-48f2-89be-310b1e9a8dc9,false
爆風スランプ,1989-04-07,月光,7535d59f-d9ef-4af4-8c01-b6eb6f668ae0,false
牧瀬里穂,1991-10-02,世界で一番素敵な奇跡,5e99262b-d6dc-4f98-b6db-717081bc12b2,false
狛茉璃奈,2022-10-30,想星リフレクション,07457a29-4a5c-423a-b7e0-b8b9ed961cb9,false
猿岩石,1996-12-21,白い雲のように,167fd81c-ca71-4995-b034-2ff391a39ee2,false
玉置成実,2003-04-23,Believe,f4380e07-44ad-4e45-9445-6419b2f05516,false
玉置浩二,1987-08-10,All I Do,e4ef627b-42b3-4081-a7c0-bf5ed8548399,false
生稲晃子,1988-05-21,麦わらでダンス,05d0b0cd-ae4d-40a6-9b84-2009e31eab3f,false
田中ロウマ,2006-02-15,Better Days,6f167b58-f8c9-451a-a076-395c819beaba,false
田原俊彦,1980-08-05,Toshi = 田原俊彦,c4bed4ba-8019-43c4-b1ce-6e2912ff5aa8,false
田島ハルコ,2020-05-20,Zoom,b9dcaf4b-eba2-4497-9023-d53434bc21d4,false
田川寿美,1996-11-21,華観月,a578e0eb-b84b-45da-8986-7292af26cf26,false
田村直美,1994-04-25,自由の橋,9aa07e2a-e915-4f73-a722-b49b52594436,false
由薫,2021-02-18,Reveal,25bfda42-4ee1-4935-80ee-450cb66423fc,false
甲斐バンド,1996-09-19,ティーンエイジ・ラスト,88183130-0596-4bd4-abb5-fa3c25bd630b,false
直太朗,2001-11-10,直太朗/ワスレモノ,2fe7735c-1f4f-4029-86e2-c56302a20813,false
相川七瀬,1996-07-03,Red,e3fc3ee6-bbdc-490d-b916-a498ec6245c6,false
相田翔子,1992-05-25,Delphinium,9a1bb0dc-c3d6-4a3a-8472-46c1650233b4,false
真田,2000-07-15,Voice of Heart,0db6e11e-5a9a-4bba-aba0-9916d54a0a0f,false
矢井田瞳,2000-05-03,Howling,eee58210-1dca-4c05-8cb8-5ea51e3edc07,false
矢沢永吉,1975-09-21,"アイ・ラヴ・ユー,OK",e46b601a-1678-4454-82d2-011c427c5ea2,false
矢野顕子,1976-07-25,JAPANESE GIRL,b215b03a-8e0b-48ca-b832-bbbd0db504f0,false
知声,2023-12-28,極彩色,ba38ab3c-102e-4e08-91cf-a34899a077e8,false
知念里奈,1996-10-21,DO‐DO FOR ME,622fc445-05c7-4adc-ad27-9946dd805040,false
石井 明美,1986-08-14,CHA‐CHA‐CHA,37b79837-3867-4285-8ced-1e47a2164db0,false
石井 竜也,1998-03-21,H,cdf5ed89-05c0-4316-abe1-4389aebc51c1,false
石原有輝香,2023-10-31,紫苑,fabdfaae-2465-4be9-ab07-5a07ebc91fe3,false
石原裕次郎,1977-04,ブランデーグラス,66504943-1b8a-4485-94a3-45f2bf9344ba,false
石川ひとみ,1978-12-21,くるみ割り人形,aeb00b57-b2ea-400c-955c-2c965f365502,false
石川優子,1984-04-21,ふたりの愛ランド,e9f08d25-1ec7-4e80-aecc-8bb928de04c9,false
石野真子,1978-07-25,微笑,2e2d9c23-4bf3-439b-8946-386de93fcb77,false
研 ナオコ,1973-11-25,女ごころ,fb65c1df-503b-466a-b25a-176ec37252e8,false
神聖かまってちゃん,2010-03-10,友だちを殺してまで。,e4bd942f-592b-4cee-bea2-7e62c0fafd09,false
福山 雅治,1990-03-21,追憶の雨の中,77d17c8b-4614-4a07-b399-b13411fc2c25,false
福耳,1999-07-14,星のかけらを探しに行こう Again,4f0d246b-8b7d-42e8-aeb6-b0f0e58c1d93,false
秋山黄色,2019-04-24,クソフラペチーノ,7aa02db9-97e0-43a1-9d03-f0df04dd8480,false
秋川雅史,2006-05-24,千の風になって,93440417-2a21-4ba4-816c-6bd06874beb7,false
稲垣潤一,1982-07-21,246:3AM,180c209d-6ff9-49da-826c-9a944a6d76cd,false
稲葉浩志,1998-12-16,遠くまで,d05f99dc-7fe5-44a6-93b8-8947ef90d09b,false
竜鉄也,1994-07-01,いのちの旅路,e4f7a915-3f8d-4f64-b356-1151e2161573,false
箱崎晋一郎,1996-12-11,想い出の音楽館,932e3ed2-d658-48f0-9e66-7eb766fd7f8a,false
篠原 涼子,1991-01-21,恋はシャンソン,760678bb-f07d-4228-9e19-8ce1dd8bc22e,false
米津玄師,2013-05-29,サンタマリア,09d4a85c-4916-4b4e-bc96-c4cfcf371046,false
米米CLUB,1986-07-02,シャリ・シャリズム,db060c42-4879-4539-9472-54973abe5f17,false
米良美一,1997-06-25,もののけ姫,71d23cbd-b577-41ca-ad96-ab5b59f55536,false
紅麗威甦,2001-10-21,ベスト・セレクション,b6d2ff9b-040e-4388-816d-20288fec434c,false
細川たかし,2003-11-19,心のこり / 浪花節だよ人生は,9390d969-87d7-479b-9818-05918a67bfb4,false
結束バンド,2022-10-09,Distortion!!,c1b0fe0a-779d-43ed-b193-4370f0d0f88f,false
絢香,2006-02-01,I believe,a3396621-f15d-49d2-8ac5-5fe574204375,false
絢香×コブクロ,2007-02-28,WINDING ROAD,4fd04208-84b5-4015-b5e9-f24864654e62,false
緑黄色社会,2017-01-11,Nice To Meet You??,3ed40054-97ab-4783-b3c3-15c2c7b06546,false
織田哲郎,1988-12-21,炎のさだめ,411f938c-5b26-4f73-a188-3640750352a5,false
織田裕二,1991-02-06,歌えなかったラヴ・ソング,e2302f0b-ae16-4223-882f-33aed9e166a3,false
羊文学,2015-12-22,BiRTH,cd8858ea-73c4-4c8f-8fcc-5aba0b877688,false
花*花,2000-07-26,あ～よかった,47019036-ea12-40c1-9488-25e35a417505,false
荻野目洋子,1984-09-05,ティーンズ・ロマンス,00fd440b-5e56-414a-8ac8-f4fa5cca9ada,false
菅田 将暉,2017-06-07,見たこともない景色,264955bb-3412-4ab5-9ba5-4423a28b3641,false
菊池桃子,1984-04-21,青春のいじわる,909b72fe-1582-4bda-aba5-b6b2ed01a729,false
華原朋美,1995-09-08,keep yourself alive,738c6d61-6977-412c-aef6-b390759b82e4,false
華子,2004-08-26,花火,c2ec5859-f53e-4397-9d97-d47f653ac388,false
薬師丸ひろ子,1981-11-21,セーラー服と機関銃,9f22635f-1987-49c4-ab55-a1fd1975db07,false
藤あや子,1995-11-01,ヒット全曲集'96,2fb29c13-2a59-4f8b-8b91-6d5ba4c4b4a9,false
藤井 風,2019-11-18,何なんw,c3a4aeca-8f02-4d22-b1ff-693434ab09a8,false
藤井フミヤ,1994-04-06,エンジェル,5ebbed2d-4c83-46e2-9a15-1b90e216a89c,false
藤井隆,2000-07-28,ナンダカンダ,c8cafdaa-5c48-40a5-839e-3d48a39a5f5f,false
藤村美樹,1983-03-25,夢恋人,3d8a2864-4ff2-4cc4-830b-f07e72230eef,false
西川 貴教,1995-05-25,BLACK OR WHITE?,9a42c99d-3068-4495-8fa1-85bf0a413f53,false
西村知美,1986-03-20,夢色のメッセージ,9d1a69cb-5b9e-4da6-8fd8-ee4f6fb77dfd,false
西田ひかる,1988-04-06,フィフティーン,c2085bdc-8174-48a2-9c52-9be415d86e71,false
西田敏行,1988-12-01,LOVE〜ラブソングを作ろう〜,64f0fdc7-0d21-4a66-9ed1-36c9b0448ee6,false
観月ありさ,1991-05-15,伝説の少女,78c32f70-938d-4c48-9930-ea8cba7f3fe7,false
谷村新司,1992-11-16,サライ,973fd630-551d-4cb3-a183-4d81f8491b23,false
財津和夫,1985-06-01,今だから,d2fcc4b3-66b3-4764-aca3-03dcf9f9b7c6,false
超ときめき♡宣伝部,2015-06-24,土っキュン♡!!少女,b901c170-0045-4555-8472-8ff0d59cbefe,false
足立佳奈,2017-06-21,キムチ〜笑顔の作り方〜,63851489-e6a3-40e4-8fdb-9a567d31fcf4,false
辛島 美登里,1989-03-05,Last No / COOL,2d36ae53-06c8-4536-a994-c764622ae393,false
郷 ひろみ,1972-11-21,男の子女の子,a5e9afe4-a554-4ac1-a025-3fa269c5a7fc,false
都 はるみ,1990-12-01,スーパー・ツインDX 小樽運河／千年の古都,601cf2a4-f817-4d6f-ab8f-74f891265edf,false
都はるみ,1990-12-01,スーパー・ツインDX 小樽運河／千年の古都,601cf2a4-f817-4d6f-ab8f-74f891265edf,false
酒井法子,1987-07-01,Fantasia / NORIKO Part I,53e56331-5049-4a9f-9195-98bddff6361a,false
野口五郎,1972-02-01,青いリンゴが好きなんだけど,6454bb18-a6f9-4f28-9be1-24fafc68f98a,false
野猿,1998-04-29,Get down,30d04f1c-1926-42cf-923d-bec14859c0bc,false
鈴木亜美,1998-07-01,love the island,412930b7-dbdc-47a9-becb-28f2e529e751,false
鈴木雅之,1986-02-26,mother of pearl,30f851bb-dba3-4e9b-811c-5f27f595c86a,false
長山洋子,1984-04-01,春はSA･RA SA･RA,9fa24065-25c7-46fe-9ea2-7af6f4d06d61,false
長渕 剛,1979-03-05,風は南から,a00f491d-0964-4a48-bbec-0f35d8ee9064,false
関口誠人,1988-02-21,東京・Lovers Map,ce7d2b85-352c-4564-86b3-dfa2c090bc2d,false
陣内大蔵,1992-03-25,新しい風,c1037ea0-cc85-4fc5-aeeb-f4a9314338b2,false
陳柏宇,2009-05-11,Close Up,de0e24a4-f7db-4cca-902a-02c986dd07a9,false
障子久美,1991-05-09,あの頃のように,fbf7c6d4-cf67-4cd1-817f-69a45a3901da,false
雅,1999-05-19,猫侍 オリジナル・サウンドトラック,abcb31b8-8aa1-4db9-8b85-2ac3b5f8a836,false
雅夢,1980-09-25,愛はかげろう,cf1b9b88-b0e4-4370-88d4-5c2dbeb2079d,false
電気グルーヴ,1990-06-26,662 BPM BY DG,176650bf-db9c-48dd-8c01-376104966997,false
青山テルマ,2007-09-05,ONE WAY,533a5987-768f-4892-9ee2-eb0b2a747507,false
響木アオ,2018-08-18,はらぺこパレード,9ea2db58-2fe7-4d14-8c4d-817d24ae202e,false
風味堂,2005-01-26,ナキムシのうた,5affd138-1665-4959-adcc-7098959a5c1f,false
飯島真理,1983-09-21,Rosé,668f86c0-53c5-432a-bf7b-8cba488da4ee,false
香取慎吾,2023-01-17,BETTING,652ddad9-a772-4d9b-a4f8-a66cadaaa7ea,false
香西かおり,1988-05-25,雨酒場,3e51f892-0af4-4d14-8e53-212e0884cdc8,false
高井麻巳子,1986-06-25,シンデレラたちへの伝言,efff5676-7a24-40ea-b42c-ce33c0b77528,false
高山厳,1998-05-21,心凍らせて,e49c3285-0e00-4a1a-ac50-1314e9267186,false
高杉さと美,2007-06-06,旅人,71f0fdf6-b8ce-4ba7-9d59-eb8327fdc24a,false
高樹 澪,1982-06,ナーダ,e2452476-afe5-4349-995a-7deed34fb784,false
高橋 瞳,2005-04-13,僕たちの行方,ebb18bc9-9441-45e0-83ea-dac80040d4f1,false
高橋優,2011-02-23,福笑い/現実という名の怪物と戦う者たち,0b2843ae-f69a-4f9f-8fd1-94d3999e2b0b,false
高橋幸宏,1978-08-21,Saravah!,e1410ddc-9745-4b5d-814d-77eb0cdfa6ad,false
高橋洋子,2013-08-08,宇宙の唄,7004bc31-23ee-4216-8d74-0d230e88079f,false
高橋由美子,1990-04-21,Step by Step,f3c12695-e3be-4c47-8757-9f04828811a3,false
高橋真梨子,1980-02-21,Sunny Afternoon,a92baf2e-02cc-4d0b-b138-c469a1220c0d,false
高田みづえ,1977-02-25,硝子坂,dc33d972-c589-48fd-9e74-76d403c89410,false
高野寛,1990-12-12,Better than New,5aae7d63-db86-4d2c-a249-907f1d039c00,false
鬼束ちひろ,2000-02-09,シャイン,e7dc32a7-4bdf-428e-bcd5-b2c3c1ccf0a1,false
麻倉未稀,1983-12-05,SCREEN,4b269828-92a7-4973-a0f0-ba8d7e051cbc,false
黄色5,2000-03-08,黄色いお空でBOOM BOOM BOOM,a2ae8917-3eac-47f4-94b2-2ba7ffaddf13,false
黒夢,1991-08-29,黒夢,66f65289-0795-4201-8484-25ca41e71a99,false
黒沢 薫,2005-10-12,遠い約束,f1d72f6e-8bc1-49c7-b024-128d40f558ca,false
영탁,2023-08-01,FORM,7a59950f-fad5-44a7-b986-c8b9459162bf,false
